id, id_str, name, screen_name, location, url, description, translator_type, protected, verified, followers_count, friends_count, listed_count, favourites_count, statuses_count, created_at, utc_offset, time_zone, geo_enabled, lang, contributors_enabled, is_translator, profile_background_color, profile_background_image_url, profile_background_image_url_https, profile_background_tile, profile_link_color, profile_sidebar_border_color, profile_sidebar_fill_color, profile_text_color, profile_use_background_image, profile_image_url, profile_image_url_https, profile_banner_url, default_profile, default_profile_image, following, follow_request_sent, notifications
4836772162,4836772162,ghostly memory,ghostlymemory,None,None,cold as ice cream but still as sweet,none,False,False,61,512,1,64496,2782,Fri Jan 22 23:17:15 +0000 2016,None,None,False,en,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,009999,EEEEEE,EFEFEF,333333,True,http://pbs.twimg.com/profile_images/788374313825136640/U9lsyzE5_normal.jpg,https://pbs.twimg.com/profile_images/788374313825136640/U9lsyzE5_normal.jpg,https://pbs.twimg.com/profile_banners/4836772162/1517279956,False,False,None,None,None
1357135723,1357135723,Emily 'No Collusion, No Obstruction' Holcomb 🐙,emilykholcomb,None,None,Unabashed loyalist to freedom and enterprise. Just give us the facts. We'll make the decision.
#PromisesKept #MAGA #DrainTheDeepState,none,False,False,1719,2092,79,4976,128280,Tue Apr 16 15:16:00 +0000 2013,None,None,True,en,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,94D487,000000,000000,000000,False,http://pbs.twimg.com/profile_images/994637476965863427/92mmPFuz_normal.jpg,https://pbs.twimg.com/profile_images/994637476965863427/92mmPFuz_normal.jpg,https://pbs.twimg.com/profile_banners/1357135723/1525974525,False,False,None,None,None
2455278907,2455278907,Bob(o),BoboChimpan,Chicago, IL,http://Steptothemusic.blog,cats, books, bikes, music (and, apparently, bread now),none,False,False,77,137,9,22068,5774,Sun Apr 20 16:36:55 +0000 2014,None,None,False,en,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,1EB300,C0DEED,DDEEF6,333333,True,http://pbs.twimg.com/profile_images/661245930528776192/7ZKny3NS_normal.jpg,https://pbs.twimg.com/profile_images/661245930528776192/7ZKny3NS_normal.jpg,https://pbs.twimg.com/profile_banners/2455278907/1398468508,False,False,None,None,None
1011994430688059392,1011994430688059392,Qudrat SSB,QudratSsb,None,http://www.qudrat.com.my,Director of QSSB group,none,False,False,98,365,0,1014,12820,Wed Jun 27 15:27:29 +0000 2018,None,None,True,en,False,False,F5F8FA,,,False,1DA1F2,C0DEED,DDEEF6,333333,True,http://pbs.twimg.com/profile_images/1013387834026151937/fU7evQ7L_normal.jpg,https://pbs.twimg.com/profile_images/1013387834026151937/fU7evQ7L_normal.jpg,True,False,None,None,None
494138234,494138234,Barry Handelsman,darayya1,Santa Fe, New Mexico,None,None,none,False,False,328,745,0,11781,25457,Thu Feb 16 15:26:54 +0000 2012,None,None,False,en,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,1DA1F2,C0DEED,DDEEF6,333333,True,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,False,None,None,None
309483282,309483282,SoxOnTheBrain,SoxOnTheBrain,Boston and Cape Cod,http://soxonthebrain.wordpress.com/,Die-hard Red Sox fan and liberal Democrat, fighting for humanity in a world gone amok. Civil rights, social justice, politics, the Arts, sports, Law, LIFE.,regular,False,False,2394,1534,115,71511,137365,Thu Jun 02 04:59:28 +0000 2011,None,None,True,en,False,False,131516,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,003399,000000,DDEEF6,333333,True,http://pbs.twimg.com/profile_images/3204874242/b25058103b0ff17966f06d9a8e54a43a_normal.jpeg,https://pbs.twimg.com/profile_images/3204874242/b25058103b0ff17966f06d9a8e54a43a_normal.jpeg,https://pbs.twimg.com/profile_banners/309483282/1400889244,False,False,None,None,None
1433637769,1433637769,Rob Johnson,RobEJohnsonJr,Baltimore, MD,None,None,none,False,False,443,534,10,20173,16990,Thu May 16 17:34:00 +0000 2013,None,None,False,en,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,737373,000000,DDEEF6,333333,True,http://pbs.twimg.com/profile_images/1070121550999896064/RSEo0p08_normal.jpg,https://pbs.twimg.com/profile_images/1070121550999896064/RSEo0p08_normal.jpg,https://pbs.twimg.com/profile_banners/1433637769/1368726131,False,False,None,None,None
157774222,157774222,Mary M,mmvi59,The Great Pacific Northwest ,None,Once non political now avid resister of all things Trumpian. Wife/Mother/Grandmother/Great Gran/Writer. Living an off grid life.,none,False,False,1002,1148,0,13677,5936,Sun Jun 20 21:11:46 +0000 2010,None,None,False,en,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,1DA1F2,C0DEED,DDEEF6,333333,True,http://pbs.twimg.com/profile_images/1079875848088383488/P0SVzHlw_normal.jpg,https://pbs.twimg.com/profile_images/1079875848088383488/P0SVzHlw_normal.jpg,https://pbs.twimg.com/profile_banners/157774222/1546297438,True,False,None,None,None
159009432,159009432,𝔖𝔬𝔫𝔦𝔞 𝔓𝔢𝔯𝔫𝔢𝔱𝔱𝔦~Tʀᴜᴍᴘ Sᴜᴘᴘᴏʀᴛᴇʀ🇺🇸,SoniaPernetti_,Follow me on Facebook⬇️,https://www.facebook.com/profile.php?id=100000475744241,I’m Hispanic*Born in NJ*Vet Daughter #MAGA #WalkAwayFromDemocrats I Support POTUS Trump 💯 🇺🇸❤️ @realDonaldTrump @POTUS @FLOTUS @charliekirk11 @Education4Libs,none,False,False,10249,3056,185,460409,297948,Thu Jun 24 06:10:37 +0000 2010,None,None,True,en,False,False,000000,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,DD2E44,000000,000000,000000,False,http://pbs.twimg.com/profile_images/1096362877785702400/dBmzfYtw_normal.jpg,https://pbs.twimg.com/profile_images/1096362877785702400/dBmzfYtw_normal.jpg,https://pbs.twimg.com/profile_banners/159009432/1544500541,False,False,None,None,None
